record_id,account_id,ticket_date,issue_category,resolution_time_hours
SUP-000659,CUST-0221,2024-03-06,Feature Request,3.2229274935633603
SUP-000006,CUST-0002,2024-03-17,Onboarding,21.797072240780825
SUP-000700,CUST-0237,2024-01-07,Billing,0.5
SUP-000614,CUST-0206,2024-05-11,Onboarding,12.289284797235265
SUP-000242,CUST-0084,2024-01-26,Bug,0.5
SUP-000021,CUST-0006,2023-11-09,Billing,13.982733330410325
SUP-000963,CUST-0324,2024-06-20,Feature Request,0.5
SUP-001022,CUST-0347,2023-06-29,Billing,21.78484261300047
SUP-001085,CUST-0366,2024-03-19,Bug,0.5
SUP-000315,CUST-0108,2024-05-17,Bug,15.078040191863877
SUP-000490,CUST-0172,2024-03-17,Billing,2.7351445010419866
SUP-000869,CUST-0288,2024-05-16,Bug,10.393155603528319
SUP-000011,CUST-0003,2024-01-26,Feature Request,37.18093074102207
SUP-000940,CUST-0316,2024-03-30,Onboarding,19.37339433282246
SUP-000955,CUST-0321,2023-07-15,Billing,27.92104013672788
SUP-000135,CUST-0045,2023-11-04,Billing,9.701655162145176
SUP-001003,CUST-0341,2023-12-26,Feature Request,0.6406779987624809
SUP-000282,CUST-0099,2023-12-02,Feature Request,6.981968966222375
SUP-001147,CUST-0388,2023-08-12,Billing,17.087153722732715
SUP-000205,CUST-0070,2023-11-25,Bug,16.344438132393282
SUP-000599,CUST-0203,2024-04-11,Bug,15.05912159730181
SUP-000634,CUST-0214,2023-12-16,Onboarding,9.467506166151209
SUP-001021,CUST-0347,2024-03-18,Billing,12.915905940058186
SUP-000463,CUST-0161,2024-01-12,Onboarding,18.0536212432601
SUP-000271,CUST-0097,2023-10-12,Bug,17.25479737431105
SUP-001111,CUST-0372,2024-01-24,Onboarding,0.5
SUP-001104,CUST-0370,2024-06-03,Onboarding,16.119172459337545
SUP-000684,CUST-0231,2024-05-20,Onboarding,3.366138021607538
SUP-000373,CUST-0132,2024-04-05,Onboarding,0.5
SUP-000805,CUST-0272,2023-08-18,Feature Request,0.9914200973268654
SUP-000559,CUST-0189,2023-12-01,Feature Request,24.64666009839908
SUP-001054,CUST-0357,2024-04-20,Bug,15.837459116545766
SUP-000739,CUST-0254,2023-07-29,Feature Request,23.79682647725904
SUP-000694,CUST-0235,2023-11-25,Feature Request,0.5
SUP-000451,CUST-0159,2023-08-14,Bug,15.318620257054974
SUP-000059,CUST-0019,2024-02-06,Onboarding,20.309496444635634
SUP-000077,CUST-0025,2023-06-20,Bug,0.5
SUP-000917,CUST-0303,2024-06-02,Bug,9.740111884632052
SUP-000653,CUST-0219,2023-10-26,Onboarding,5.446602277067418
SUP-000592,CUST-0198,2023-10-29,Bug,4.655542535986586
SUP-001124,CUST-0375,2024-05-16,Bug,2.3202205886338447
SUP-000957,CUST-0321,2024-02-18,Bug,19.274197213800733
SUP-000273,CUST-0097,2023-10-16,Feature Request,11.611594896308835
SUP-000450,CUST-0159,2024-05-21,Feature Request,24.618427550221703
SUP-000927,CUST-0309,2024-03-05,Onboarding,0.5
SUP-000747,CUST-0256,2024-02-03,Feature Request,24.581258793248026
SUP-000548,CUST-0187,2024-06-22,Bug,21.354402987700244
SUP-000337,CUST-0118,2023-06-01,Feature Request,18.08472378555726
SUP-000100,CUST-0031,2024-04-26,Onboarding,16.539986520255265
SUP-000065,CUST-0021,2023-06-02,Bug,19.14360962550745
SUP-000541,CUST-0186,2023-09-28,Bug,24.451283217628735
SUP-000507,CUST-0177,2023-11-13,Billing,1.5533357261272354
SUP-000136,CUST-0046,2023-11-02,Bug,0.5
SUP-000883,CUST-0293,2024-02-25,Onboarding,24.09816111879608
SUP-000609,CUST-0205,2024-05-04,Feature Request,1.7921896308737875
SUP-000926,CUST-0309,2023-09-27,Feature Request,5.116266801126357
SUP-000460,CUST-0161,2023-09-25,Bug,20.64858189938879
SUP-000351,CUST-0124,2024-04-24,Bug,10.130935140173467
SUP-000054,CUST-0017,2024-04-09,Onboarding,30.32178358779377
SUP-000172,CUST-0060,2024-04-17,Feature Request,9.023379638979183
SUP-001062,CUST-0360,2023-08-19,Bug,4.4236639196560645
SUP-001025,CUST-0348,2023-08-16,Feature Request,18.5357989699879
SUP-000552,CUST-0188,2023-10-22,Feature Request,34.580530823467825
SUP-000076,CUST-0024,2023-08-24,Bug,
SUP-000923,CUST-0306,2024-02-19,Billing,5.827819161627859
SUP-000184,CUST-0064,2023-07-23,Bug,13.508880872484491
SUP-000112,CUST-0036,2023-12-23,Bug,20.420524739330567
SUP-000232,CUST-0079,2023-11-17,Billing,14.82599196939233
SUP-000779,CUST-0265,2024-03-01,Feature Request,12.498391222374966
SUP-000899,CUST-0298,2023-12-22,Feature Request,15.076085070951137
SUP-001031,CUST-0350,2024-05-16,Bug,37.1000065662146
SUP-000191,CUST-0067,2023-09-24,Onboarding,0.5
SUP-000889,CUST-0295,2024-05-28,Feature Request,22.31501910436701
SUP-000035,CUST-0013,2024-03-20,Onboarding,15.799425654077375
SUP-000605,CUST-0204,2023-10-20,Onboarding,27.52709724219812
SUP-000774,CUST-0263,2024-03-09,Onboarding,5.97587683195392
SUP-000256,CUST-0091,2023-11-19,Onboarding,11.99195601686507
SUP-000247,CUST-0087,2024-01-22,Billing,23.50171408516519
SUP-000582,CUST-0196,2024-03-20,Onboarding,
SUP-000355,CUST-0126,2023-11-10,Bug,7.668590339123311
SUP-000452,CUST-0159,2023-12-31,Bug,26.28695481050565
SUP-000031,CUST-0011,2023-11-18,Feature Request,11.574852608390536
SUP-000698,CUST-0236,2023-06-26,Bug,17.90807358868711
SUP-000436,CUST-0154,2023-09-03,Feature Request,13.650797715776045
SUP-000453,CUST-0159,2024-06-27,Billing,22.0896294980315
SUP-000753,CUST-0259,2024-04-18,Billing,10.037244993396136
SUP-000822,CUST-0276,2024-01-13,Bug,12.501430657349374
SUP-000709,CUST-0240,2024-01-11,Bug,17.970413776210655
SUP-000033,CUST-0011,2023-07-28,Billing,25.127203087167285
SUP-001072,CUST-0362,2023-06-08,Onboarding,25.062382345831335
SUP-000384,CUST-0137,2023-08-01,Billing,13.116593929105305
SUP-000149,CUST-0050,2024-04-30,Billing,8.266861268999989
SUP-000833,CUST-0279,2024-05-17,Feature Request,8.301020996261876
SUP-000299,CUST-0104,2024-05-23,Billing,17.872771118080443
SUP-000185,CUST-0065,2023-07-20,Billing,33.076776751067435
SUP-000455,CUST-0160,2024-02-21,Billing,1.365663114036022
SUP-000964,CUST-0325,2023-06-12,Feature Request,11.462469208396522
SUP-000737,CUST-0251,2024-03-25,Onboarding,36.23270856246249
SUP-000430,CUST-0152,2023-12-11,Billing,2.52125358429963
SUP-000844,CUST-0281,2023-12-06,Bug,30.71654739261574
SUP-000870,CUST-0288,2023-12-07,Billing,11.64445269080797
SUP-001023,CUST-0347,2023-07-09,Feature Request,24.89694921866169
SUP-000390,CUST-0139,2023-06-30,Feature Request,10.264727120727573
SUP-000292,CUST-0101,2023-09-21,Feature Request,27.661024284635914
SUP-000738,CUST-0252,2023-10-06,Onboarding,9.805189014903839
SUP-000049,CUST-0015,2024-04-14,Bug,20.23875002383034
SUP-000635,CUST-0214,2024-02-27,Feature Request,14.780179276680443
SUP-000156,CUST-0055,2024-06-23,Feature Request,4.161735418874065
SUP-000511,CUST-0178,2024-01-28,Onboarding,33.2130245188878
SUP-000160,CUST-0056,2023-08-26,Feature Request,36.7694346391945
SUP-000406,CUST-0145,2024-02-08,Bug,9.648760305492432
SUP-000701,CUST-0237,2023-07-05,Bug,4.034016884328338
SUP-000538,CUST-0186,2024-06-20,Feature Request,13.884590061455693
SUP-000226,CUST-0077,2023-11-17,Feature Request,0.5
SUP-000325,CUST-0112,2024-01-15,Onboarding,5.792056617685592
SUP-000088,CUST-0028,2023-11-19,Feature Request,15.402404782285505
SUP-000730,CUST-0247,2024-01-30,Billing,0.5
SUP-000134,CUST-0045,2023-08-20,Billing,15.015341591024258
SUP-000356,CUST-0127,2023-11-28,Bug,7.108217422536458
SUP-000874,CUST-0288,2023-08-07,Billing,10.952018144951523
SUP-000200,CUST-0069,2024-04-10,Billing,18.6274187741592
SUP-001159,CUST-0391,2024-02-03,Billing,1.1404228219659451
SUP-000020,CUST-0006,2023-12-12,Billing,1.4622159271491268
SUP-000052,CUST-0016,2023-07-08,Feature Request,30.13775551047513
SUP-000959,CUST-0322,2023-06-23,Onboarding,5.7372422701395696
SUP-000550,CUST-0188,2024-03-13,Billing,36.46646753593795
SUP-000334,CUST-0118,2024-04-18,Billing,
SUP-000798,CUST-0270,2024-06-11,Feature Request,12.55362740626757
SUP-000223,CUST-0076,2024-06-14,Onboarding,11.389682552117854
SUP-000073,CUST-0023,2023-11-16,Bug,30.369093466923907
SUP-000089,CUST-0028,2024-05-17,Billing,15.052623684860972
SUP-000584,CUST-0196,2023-11-30,Feature Request,2.337911572394387
SUP-001117,CUST-0373,2023-10-03,Onboarding,18.055851631169112
SUP-000576,CUST-0194,2023-10-04,Feature Request,10.84759153640546
SUP-000516,CUST-0179,2023-07-06,Onboarding,15.876211595039626
SUP-000034,CUST-0012,2023-09-14,Onboarding,17.118253488204836
SUP-000909,CUST-0302,2024-05-03,Feature Request,20.96694870007906
SUP-000680,CUST-0230,2024-02-09,Onboarding,20.14462218653028
SUP-000344,CUST-0120,2023-08-21,Feature Request,17.66306953744072
SUP-000484,CUST-0167,2023-11-29,Bug,9.187803174213222
SUP-000445,CUST-0157,2024-05-18,Feature Request,28.99514797411113
SUP-000984,CUST-0330,2023-11-15,Feature Request,1.6268368049213722
SUP-000414,CUST-0147,2023-11-08,Bug,32.42430440664603
SUP-000252,CUST-0088,2023-10-17,Bug,0.5
SUP-000199,CUST-0068,2024-06-20,Billing,5.311913524160808
SUP-000458,CUST-0160,2024-01-05,Onboarding,1.0606766680583273
SUP-000995,CUST-0333,2023-07-21,Feature Request,12.354794187955877
SUP-000509,CUST-0178,2023-10-14,Onboarding,24.894076245758608
SUP-000668,CUST-0225,2023-09-25,Bug,5.776237800850329
SUP-001005,CUST-0341,2023-06-18,Billing,0.5
SUP-000936,CUST-0314,2023-10-28,Billing,6.112235576030142
SUP-000678,CUST-0229,2023-10-21,Bug,14.890663447379518
SUP-000619,CUST-0207,2023-10-15,Billing,16.068126646480707
SUP-000240,CUST-0083,2023-11-13,Feature Request,15.50245973906929
SUP-000705,CUST-0239,2023-06-20,Billing,13.881081668068505
SUP-000756,CUST-0260,2023-07-01,Billing,0.5
SUP-000958,CUST-0321,2024-06-05,Feature Request,
SUP-000980,CUST-0329,2024-01-30,Onboarding,14.598423043936126
SUP-000053,CUST-0016,2024-01-14,Feature Request,10.247673481772024
SUP-000018,CUST-0006,2024-03-16,Feature Request,1.2256866966514526
SUP-000636,CUST-0214,2024-01-26,Feature Request,22.449013786908374
SUP-000620,CUST-0207,2023-11-17,Feature Request,11.403503463467853
SUP-000215,CUST-0073,2023-12-07,Feature Request,15.769989906558314
SUP-000796,CUST-0270,2024-01-20,Bug,9.12512529098395
SUP-000332,CUST-0116,2023-09-10,Bug,9.008251152656822
SUP-000579,CUST-0195,2024-02-13,Bug,0.5
SUP-000862,CUST-0286,2023-06-23,Billing,19.392952305681355
SUP-000051,CUST-0016,2023-12-01,Bug,8.570710851652972
SUP-000974,CUST-0327,2023-10-13,Billing,16.354624233348154
SUP-000840,CUST-0281,2023-06-28,Feature Request,33.65954693158926
SUP-000274,CUST-0097,2023-10-30,Billing,13.198028237368602
SUP-000704,CUST-0239,2024-05-25,Onboarding,9.342177911015451
SUP-000403,CUST-0143,2024-02-12,Billing,0.5
SUP-000791,CUST-0267,2024-05-16,Feature Request,1.973107778157459
SUP-000479,CUST-0166,2023-09-01,Bug,24.194185936271154
SUP-000513,CUST-0179,2024-06-24,Billing,
SUP-000786,CUST-0266,2024-01-20,Billing,14.95903853076764
SUP-000143,CUST-0049,2024-04-29,Billing,9.610229959866732
SUP-001108,CUST-0372,2024-04-27,Billing,0.5
SUP-000257,CUST-0091,2023-10-02,Feature Request,13.848811225477746
SUP-000788,CUST-0266,2024-04-15,Feature Request,2.1373537016117403
SUP-000545,CUST-0187,2024-06-22,Billing,15.171584285196378
SUP-000752,CUST-0259,2023-08-14,Feature Request,8.97454155472899
SUP-000846,CUST-0282,2024-04-03,Billing,4.9562129185933275
SUP-000960,CUST-0322,2024-01-15,Onboarding,0.5
SUP-000258,CUST-0093,2023-08-27,Bug,18.088750893279
SUP-000016,CUST-0004,2024-06-18,Feature Request,20.7301529839309
SUP-000187,CUST-0066,2024-02-08,Billing,19.921525805235852
SUP-000371,CUST-0131,2024-04-21,Onboarding,0.5
SUP-000771,CUST-0263,2023-11-16,Billing,0.5
SUP-000197,CUST-0068,2024-02-07,Billing,12.489528510416847
SUP-000432,CUST-0152,2023-07-12,Billing,7.400377291835418
SUP-000146,CUST-0050,2023-08-06,Feature Request,14.939002548113926
SUP-000961,CUST-0322,2023-08-01,Bug,0.5
SUP-000740,CUST-0254,2023-10-08,Feature Request,40.869628913171034
SUP-000017,CUST-0004,2024-02-27,Onboarding,4.056064725640931
SUP-000835,CUST-0279,2023-08-09,Billing,18.79545354495908
SUP-000860,CUST-0286,2023-07-08,Billing,9.08816250899764
SUP-000013,CUST-0004,2024-01-25,Onboarding,9.456494416951404
SUP-000238,CUST-0083,2023-10-09,Onboarding,12.179522982768727
SUP-000914,CUST-0303,2023-10-18,Onboarding,8.728893387877264
SUP-000221,CUST-0075,2024-01-18,Onboarding,22.085003350827506
SUP-001106,CUST-0370,2024-03-21,Bug,18.81246497256985
SUP-000761,CUST-0261,2024-06-27,Feature Request,0.5
SUP-000259,CUST-0093,2023-10-28,Bug,11.482125836355422
SUP-000231,CUST-0079,2024-02-06,Bug,21.18421309011891
SUP-000562,CUST-0190,2023-07-29,Bug,15.812425554331647
SUP-000806,CUST-0272,2023-12-24,Bug,6.251180571843968
SUP-000941,CUST-0316,2023-07-27,Billing,17.236343315474883
SUP-000359,CUST-0128,2024-05-30,Onboarding,0.5
SUP-000025,CUST-0008,2023-06-05,Onboarding,1.7870967196346668
SUP-001150,CUST-0388,2023-09-15,Bug,2.0770782337443983
SUP-000250,CUST-0087,2023-08-30,Feature Request,17.618569150996
SUP-000084,CUST-0027,2024-03-19,Feature Request,11.424964569324368
SUP-000446,CUST-0158,2023-06-02,Feature Request,22.97535991641528
SUP-000392,CUST-0140,2024-02-01,Billing,11.80120564844725
SUP-000651,CUST-0219,2023-11-03,Feature Request,10.332591322159642
SUP-000058,CUST-0019,2023-07-29,Bug,37.26009104078386
SUP-001157,CUST-0389,2023-12-22,Billing,9.450196038166023
SUP-000938,CUST-0316,2024-03-28,Onboarding,16.085319826412174
SUP-000405,CUST-0145,2023-08-20,Onboarding,15.86425616612076
SUP-000985,CUST-0330,2024-02-17,Feature Request,4.62955171243226
SUP-000544,CUST-0187,2024-04-18,Bug,12.567700174584088
SUP-000377,CUST-0133,2023-07-20,Onboarding,16.50340139362666
SUP-000944,CUST-0317,2024-04-09,Feature Request,14.026435561352727
SUP-000950,CUST-0319,2023-06-28,Feature Request,6.977241235728281
SUP-000971,CUST-0326,2023-06-12,Onboarding,16.817780459406528
SUP-001088,CUST-0366,2023-09-20,Bug,8.135493728090756
SUP-000004,CUST-0001,2024-05-15,Onboarding,27.618566099825713
SUP-000486,CUST-0169,2024-02-27,Bug,0.5
SUP-001028,CUST-0350,2023-08-30,Feature Request,28.704256620661038
SUP-000323,CUST-0111,2024-02-21,Billing,24.47470677131379
SUP-000396,CUST-0141,2024-04-04,Billing,26.555394818707146
SUP-000758,CUST-0260,2023-07-21,Feature Request,0.5
SUP-000028,CUST-0009,2023-07-14,Bug,14.05209871195185
SUP-000850,CUST-0283,2024-02-14,Onboarding,0.5
SUP-000839,CUST-0281,2024-03-04,Billing,40.89634540533039
SUP-001144,CUST-0386,2023-07-24,Billing,6.524171611802445
SUP-000778,CUST-0264,2023-12-29,Feature Request,17.32501893892049
SUP-000349,CUST-0124,2023-11-19,Billing,17.612476863017193
SUP-000575,CUST-0194,2024-06-17,Feature Request,0.5
SUP-000782,CUST-0265,2024-03-16,Onboarding,7.13308040865744
SUP-000057,CUST-0017,2023-09-24,Billing,33.17416783997181
SUP-000137,CUST-0046,2024-06-24,Bug,15.833227189664019
SUP-000558,CUST-0189,2023-08-10,Billing,27.53744094136859
SUP-000106,CUST-0033,2024-06-22,Billing,15.165228674436639
SUP-001040,CUST-0353,2023-06-11,Billing,0.5
SUP-000276,CUST-0098,2023-08-08,Feature Request,10.350848130552889
SUP-001018,CUST-0346,2023-10-21,Onboarding,17.37119461430716
SUP-000336,CUST-0118,2024-06-06,Bug,8.263645523651922
SUP-000483,CUST-0167,2024-02-23,Feature Request,4.321709307971995
SUP-000838,CUST-0280,2024-05-29,Billing,6.308588768640939
SUP-000931,CUST-0310,2024-03-27,Onboarding,
SUP-001151,CUST-0388,2024-02-16,Bug,6.423173523144401
SUP-000475,CUST-0165,2023-06-25,Bug,0.5
SUP-001014,CUST-0345,2024-06-22,Feature Request,14.824416668840284
SUP-000218,CUST-0074,2024-04-12,Feature Request,16.43220450062065
SUP-000158,CUST-0055,2023-11-09,Feature Request,15.379097446599069
SUP-000154,CUST-0053,2023-06-22,Billing,8.161086043815631
SUP-000534,CUST-0184,2024-06-06,Billing,7.558825440427352
SUP-000628,CUST-0211,2024-06-23,Bug,27.993957795084498
SUP-000823,CUST-0276,2023-09-23,Feature Request,6.752567849905189
SUP-000342,CUST-0120,2023-07-07,Bug,5.095622515586912
SUP-000148,CUST-0050,2023-07-04,Bug,13.023974257139407
SUP-000837,CUST-0279,2023-11-27,Feature Request,20.76760481788626
SUP-000750,CUST-0259,2023-10-31,Bug,16.49787828062592
SUP-000924,CUST-0308,2024-03-18,Feature Request,21.11670396149549
SUP-000828,CUST-0277,2024-01-05,Billing,17.282480934569207
SUP-001067,CUST-0361,2024-03-17,Onboarding,5.375581656557478
SUP-000132,CUST-0044,2024-03-29,Bug,19.089238209600886
SUP-000413,CUST-0147,2024-01-22,Bug,27.95290753491147
SUP-000906,CUST-0300,2024-03-23,Billing,11.03670623385479
SUP-000925,CUST-0308,2023-07-15,Billing,19.570432946060055
SUP-000082,CUST-0027,2023-08-27,Feature Request,1.643422480654662
SUP-000086,CUST-0028,2023-11-25,Billing,16.25570683161966
SUP-000880,CUST-0290,2023-12-29,Feature Request,17.687802656688447
SUP-000859,CUST-0285,2024-01-02,Billing,12.239587619428685
SUP-000108,CUST-0033,2023-10-31,Billing,9.024470039000299
SUP-000159,CUST-0056,2023-12-25,Feature Request,20.34579717958751
SUP-000543,CUST-0186,2023-08-22,Bug,17.75645374654856
SUP-000978,CUST-0327,2024-03-08,Billing,0.5
SUP-000308,CUST-0106,2023-07-26,Onboarding,4.524543708709921
SUP-000991,CUST-0331,2024-02-08,Billing,7.918243687142198
SUP-000655,CUST-0220,2024-05-29,Onboarding,18.036136718266878
SUP-000896,CUST-0296,2024-03-23,Bug,2.2960298581078487
SUP-000532,CUST-0183,2024-06-23,Bug,24.14932280649881
SUP-000675,CUST-0228,2023-11-21,Onboarding,24.366588571014447
SUP-001066,CUST-0361,2024-01-31,Bug,8.89203825157516
SUP-000072,CUST-0023,2023-12-18,Onboarding,16.18549659505014
SUP-000708,CUST-0239,2024-02-28,Billing,3.107559202541198
SUP-000953,CUST-0321,2023-12-05,Billing,32.67362516124562
SUP-000423,CUST-0150,2024-05-24,Onboarding,11.750297901746237
SUP-000152,CUST-0051,2023-10-16,Feature Request,0.5
SUP-000080,CUST-0027,2023-08-22,Feature Request,15.433944631718923
SUP-000393,CUST-0140,2023-10-07,Billing,8.110829011035342
SUP-000213,CUST-0073,2023-09-12,Feature Request,9.858301410173084
SUP-000115,CUST-0037,2023-07-02,Onboarding,21.8429691814366
SUP-000982,CUST-0329,2023-09-16,Onboarding,16.715925564670478
SUP-000777,CUST-0264,2023-10-31,Onboarding,25.100284198101093
SUP-000147,CUST-0050,2024-05-13,Feature Request,0.5
SUP-000182,CUST-0063,2023-07-28,Feature Request,24.9900506290115
SUP-001132,CUST-0379,2023-06-11,Feature Request,11.62800210138571
SUP-000721,CUST-0245,2023-08-13,Billing,15.642594786700363
SUP-000178,CUST-0063,2023-09-04,Onboarding,22.08784939347366
SUP-000819,CUST-0275,2024-06-12,Bug,20.87681016082571
SUP-000557,CUST-0189,2024-02-12,Feature Request,23.715884904735525
SUP-000641,CUST-0215,2023-06-19,Onboarding,9.588260571986057
SUP-000690,CUST-0233,2024-05-17,Onboarding,17.364095223565382
SUP-000573,CUST-0193,2023-08-30,Onboarding,7.214326665142606
SUP-000478,CUST-0166,2024-03-09,Onboarding,2.7224011835460766
SUP-000519,CUST-0181,2023-06-02,Feature Request,19.366055061899527
SUP-000947,CUST-0318,2023-09-04,Onboarding,20.59961640318386
SUP-000441,CUST-0156,2024-03-19,Bug,4.291239745361516
SUP-000787,CUST-0266,2023-09-03,Billing,12.621932315614412
SUP-000520,CUST-0181,2024-05-31,Bug,17.149749850704925
SUP-000570,CUST-0193,2023-10-04,Billing,8.103693262672383
SUP-001027,CUST-0348,2024-05-23,Onboarding,18.36204740154716
SUP-001098,CUST-0369,2023-09-27,Bug,12.190241655085778
SUP-000861,CUST-0286,2023-12-05,Bug,20.194045495586156
SUP-001158,CUST-0390,2023-06-06,Bug,11.836582278021368
SUP-000685,CUST-0231,2024-05-05,Onboarding,11.191484537143994
SUP-000734,CUST-0247,2024-05-09,Feature Request,14.882181412981446
SUP-000735,CUST-0249,2024-06-07,Billing,2.3448151824081114
SUP-000287,CUST-0100,2023-10-03,Billing,10.393579529168052
SUP-000904,CUST-0299,2023-08-27,Feature Request,17.74296716283174
SUP-000480,CUST-0166,2024-03-05,Onboarding,0.5
SUP-000117,CUST-0038,2023-09-29,Billing,0.5
SUP-000161,CUST-0056,2024-01-16,Feature Request,24.905719342798694
